pca_x,pca_y,cluster_label,deck_type,era
-0.30123022631380864,-0.2622138066552136,General Pool,Theme Deck,Pre-2015
-0.3684593281849784,0.043056615466654846,General Pool,Enhanced Deck,Pre-2015
-0.3147546961336431,-0.2761296566926243,General Pool,Theme Deck,Pre-2015
-0.2605428779547601,-0.27843594825115414,General Pool,MTGO Redemption,Pre-2015
-0.2605428779547601,-0.27843594825115414,General Pool,MTGO Redemption,Pre-2015
-0.3329617410090435,-0.2317494319567444,General Pool,Theme Deck,Pre-2015
2.2734125107130314,0.057014653445485064,Commander/Brawl,Commander Deck,2020-Present
-0.34066900999066096,0.19579407115985104,General Pool,Duel Deck,Pre-2015
-0.34066900999066096,0.19579407115985104,General Pool,Duel Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.3482393574842847,0.0781183271424441,General Pool,Arena Starter Deck,2015-2019
-0.3729112615894842,0.2782243087518086,General Pool,MTGO Redemption,2015-2019
-0.3729112615894842,0.2782243087518086,General Pool,MTGO Redemption,2015-2019
-0.2647218325303499,0.24640526173267996,General Pool,MTGO Redemption,2020-Present
-0.2647218325303499,0.24640526173267996,General Pool,MTGO Redemption,2020-Present
-0.21719503505733467,-0.23017468884969272,General Pool,Advanced Deck,Pre-2015
-0.3162999275235022,-0.2535999943001689,General Pool,Theme Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Planeswalker Deck,2015-2019
-0.32133304816227415,-0.1633109410655573,General Pool,Intro Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Planeswalker Deck,2015-2019
1.7062636204282642,-0.11406802312022069,Commander/Brawl,Commander Deck,2020-Present
2.1650056702458325,-0.11297466981083007,Commander/Brawl,Commander Deck,2020-Present
1.2606225014341763,-0.17340987312630374,Commander/Brawl,Commander Deck,2015-2019
-0.3829051037741101,0.04136079952624783,General Pool,Game Night Deck,2015-2019
-0.345914296161078,-0.025849506853378557,General Pool,Game Night Deck,2020-Present
1.8505832172458332,-0.010671377187094877,Commander/Brawl,Commander Deck,2020-Present
-0.2422291166304137,-0.06655755223378645,General Pool,Shandalar Enemy Deck,Pre-2015
-0.3246587546015869,-0.08341316285669365,General Pool,Arena Starter Deck,2015-2019
-0.3210750402237198,-0.18172381086264752,General Pool,MTGO Redemption,Pre-2015
-0.3210750402237198,-0.18172381086264752,General Pool,MTGO Redemption,Pre-2015
-0.18155426935478833,0.8267812743111713,General Pool,MTGO Redemption,2015-2019
-0.18155426935478833,0.8267812743111713,General Pool,MTGO Redemption,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Duel Deck,Pre-2015
-0.38837053806356703,0.3540037162066898,General Pool,Shandalar Enemy Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Arena Starter Deck,2020-Present
2.4541053624986313,0.0801582414044863,Commander/Brawl,Commander Deck,2020-Present
-0.13043077924298652,-0.1161301127431468,General Pool,MTGO Redemption,2020-Present
-0.36579759341136875,0.15805483147006372,General Pool,Duel Of The Planeswalkers Deck,Pre-2015
-0.36579759341136875,0.15805483147006372,General Pool,Theme Deck,Pre-2015
-0.2886173872418451,-0.24317952349289162,General Pool,Starter Kit,2020-Present
-0.306769528628315,-0.27444363433559005,General Pool,MTGO Redemption,2020-Present
-0.7234405792001879,3.358938594399097,MTGO/Digital (Pre-2015),MTGO Redemption,Pre-2015
-0.7234405792001879,3.358938594399097,MTGO/Digital (Pre-2015),MTGO Redemption,Pre-2015
-0.3269138189576636,-0.14599495170646426,General Pool,Intro Pack,Pre-2015
-0.05918715434255448,-0.18855296565785495,General Pool,Intro Pack,2015-2019
1.8258714808751257,0.2069826317367699,Commander/Brawl,Commander Deck,2020-Present
1.8258714808751257,0.2069826317367699,Commander/Brawl,Commander Deck,2020-Present
0.7418913176033504,-0.1408189260077695,General Pool,Commander Deck,2020-Present
-0.19303238158873454,-0.25657183005502965,General Pool,Duel Deck,2015-2019
-0.32040754369797597,-0.15992871044254053,General Pool,MTGO Redemption,2015-2019
-0.32040754369797597,-0.15992871044254053,General Pool,MTGO Redemption,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Intro Pack,Pre-2015
-0.3620820811370765,0.053108300219100735,General Pool,Shandalar Enemy Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.07654244600109164,0.007060937584974114,General Pool,Planechase Deck,Pre-2015
-0.22317042057561587,-0.20071349905198088,General Pool,Duel Deck,Pre-2015
-0.28529757784301896,-0.21218928111240362,General Pool,Duel Deck,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Planeswalker Deck,2020-Present
1.845767944405777,0.04625488761783669,Commander/Brawl,Commander Deck,2020-Present
1.2856990546145095,-0.19722624255465282,Commander/Brawl,Commander Deck,2020-Present
-0.2818356579544189,0.1374157259561652,General Pool,Duel Deck,Pre-2015
-0.2818356579544189,0.1374157259561652,General Pool,Duel Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.3560831058826719,0.14378206482726408,General Pool,Shandalar Enemy Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.34412848768704285,-0.1200314062758612,General Pool,Enhanced Deck,Pre-2015
-0.32497657350371545,-0.23006340959971017,General Pool,Theme Deck,Pre-2015
0.14651569305386264,0.036266036109360966,General Pool,MTGO Commander Deck,Pre-2015
-0.33091099689105674,-0.08466786173587967,General Pool,Shandalar Enemy Deck,Pre-2015
-0.3447549153840466,0.05259543824089863,General Pool,Game Night Deck,2015-2019
-0.1194669240857377,-0.1514834201906542,General Pool,Theme Deck,Pre-2015
2.391492701020168,0.10165445906478138,Commander/Brawl,Commander Deck,2020-Present
1.6007234373359187,-0.011729480292431038,Commander/Brawl,Commander Deck,2020-Present
1.7989774267671823,-0.12944036696098443,Commander/Brawl,Commander Deck,2020-Present
-0.05918715434255448,-0.18855296565785495,General Pool,Intro Pack,2015-2019
-0.3307237813953534,0.6434700158689295,General Pool,Intro Pack,Pre-2015
1.9866132336523146,0.21063441777894332,Commander/Brawl,Commander Deck,2015-2019
-0.13015903937068024,-0.11687020976283694,General Pool,Theme Deck,Pre-2015
-0.21673868214381162,0.6819497424758185,General Pool,Pro Tour Deck,Pre-2015
-0.3459988734026713,-0.11225495304258964,General Pool,Enhanced Deck,Pre-2015
-0.32497657350371545,-0.23006340959971017,General Pool,Theme Deck,Pre-2015
-0.1194669240857377,-0.1514834201906542,General Pool,Intro Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Intro Pack,Pre-2015
1.131988595292869,-0.114083378486938,Commander/Brawl,Commander Deck,Pre-2015
2.530911025152176,0.17320466180532246,Commander/Brawl,Commander Deck,2020-Present
-0.06452524034953044,-0.15202553164693883,General Pool,Intro Pack,Pre-2015
-0.31773338378556387,-0.23909032688808265,General Pool,Arena Starter Deck,2015-2019
1.3398115090115073,0.0961319387744517,Commander/Brawl,Commander Deck,Pre-2015
1.3398115090115073,0.0961319387744517,Commander/Brawl,Commander Deck,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,MTGO Redemption,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,MTGO Redemption,Pre-2015
1.6758153168445602,0.043922341653323815,Commander/Brawl,Commander Deck,2020-Present
-0.39731775150809157,0.5110723611099304,General Pool,Theme Deck,Pre-2015
-0.21101503283621056,-0.26102040388433145,General Pool,MTGO Theme Deck,Pre-2015
1.625685771537848,-0.1781408760014635,Commander/Brawl,Commander Deck,2020-Present
1.9621524698940709,-0.15747560931734028,Commander/Brawl,Commander Deck,2020-Present
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
0.9940235233712538,-0.1615161254110557,Commander/Brawl,Commander Deck,2015-2019
-0.37400963169920365,0.24503368580753415,General Pool,Duel Of The Planeswalkers Deck,Pre-2015
-0.37400963169920365,0.24503368580753415,General Pool,Theme Deck,Pre-2015
2.252197796546706,0.19232837393258156,Commander/Brawl,Commander Deck,2015-2019
2.1687854605271757,-0.17739282009984159,Commander/Brawl,Commander Deck,2020-Present
-0.306769528628315,-0.27444363433559005,General Pool,Arena Starter Deck,2020-Present
0.8585517957231341,-0.055570387527243276,Commander/Brawl,Brawl Deck,2015-2019
2.4589037437859145,0.30341919324092903,Commander/Brawl,Commander Deck,2020-Present
-0.3404843385381773,0.09404253632070869,General Pool,Intro Pack,Pre-2015
-0.32600811305595045,0.4202997757481357,General Pool,Theme Deck,Pre-2015
-0.27594449121086706,-0.13550655022656477,General Pool,Clash Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.10566806381875857,0.025912823216341252,MTGO/Digital (Modern),MTGO Redemption,2015-2019
-0.10566806381875857,0.025912823216341252,MTGO/Digital (Modern),MTGO Redemption,2015-2019
-0.3253360709241195,-0.15656520247179823,General Pool,Intro Pack,Pre-2015
-0.29267845523182673,0.024634554543421505,General Pool,Clash Pack,Pre-2015
-0.3598868433321921,0.07219540509552802,General Pool,Intro Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Intro Pack,Pre-2015
2.053588730986351,0.0935443492034852,Commander/Brawl,Commander Deck,2015-2019
-0.3631984290719519,0.12555378964354602,General Pool,Enhanced Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.38007938726827306,0.10545642800698823,General Pool,Intro Pack,Pre-2015
-0.20878812924057366,-0.20957625304179034,General Pool,MTGO Theme Deck,Pre-2015
-0.22897624620682488,-0.28101885487201345,General Pool,MTGO Redemption,Pre-2015
-0.22897624620682488,-0.28101885487201345,General Pool,MTGO Redemption,Pre-2015
-0.2820107295349254,-0.24427031614416192,General Pool,Challenger Deck,2020-Present
-0.3305104437854822,-0.22913407967938504,General Pool,Theme Deck,Pre-2015
-0.3413340090965812,-0.08998285768426262,General Pool,Premium Deck,Pre-2015
-0.2514516042044801,0.783781268685704,General Pool,Intro Pack,Pre-2015
-0.3811979373849781,0.3516492531423252,General Pool,Intro Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Arena Starter Deck,2020-Present
1.260750903889751,0.04545998300874132,Commander/Brawl,Commander Deck,2020-Present
-0.23820801015260445,1.0853084986055397,General Pool,Deck Builder's Toolkit,2015-2019
-0.4359641309816362,0.7099609806021012,General Pool,Deck Builder's Toolkit,2015-2019
-0.2786031123824989,1.417756995246428,General Pool,Deck Builder's Toolkit,Pre-2015
-0.20899539550504764,2.4275477397799947,MTGO/Digital (Pre-2015),Deck Builder's Toolkit,Pre-2015
-0.454274579666412,3.0142441901110826,MTGO/Digital (Pre-2015),Deck Builder's Toolkit,Pre-2015
-0.20105586373966433,0.7506090434667736,General Pool,Deck Builder's Toolkit,2015-2019
-0.35973263697375557,-0.08566969341821717,General Pool,Advanced Deck,Pre-2015
-0.33094120676093564,-0.06982493817910729,General Pool,Intro Pack,Pre-2015
-0.24594542687623966,-0.020847403187583324,General Pool,Challenger Deck,2020-Present
1.1877811785793824,0.04001368721763332,Commander/Brawl,Historic Brawl Precon Deck,2020-Present
-0.18099223944974763,0.2710865659453232,General Pool,Intro Pack,Pre-2015
2.558782262412211,0.2090012056043316,Commander/Brawl,Commander Deck,2020-Present
2.6983682542024647,0.12831599879784233,Commander/Brawl,Commander Deck,2020-Present
2.6983682542024647,0.12831599879784233,Commander/Brawl,Commander Deck,2020-Present
-0.33091099689105674,-0.08466786173587967,General Pool,Shandalar Enemy Deck,Pre-2015
-0.33905696080921016,-0.06422198295616433,General Pool,Arena Starter Deck,2020-Present
-0.3177168420081258,-0.035380192770268326,General Pool,Arena Starter Deck,2015-2019
-0.33654601780032833,0.12217340041439961,General Pool,Arena Starter Deck,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Intro Pack,Pre-2015
0.6217835904211855,-0.22680230197149848,General Pool,Commander Deck,Pre-2015
2.304264777644637,0.06812143004561971,Commander/Brawl,Commander Deck,2020-Present
-0.329741048822407,-0.08737999436069799,General Pool,Shandalar Enemy Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.05918715434255448,-0.18855296565785495,General Pool,Intro Pack,2015-2019
-0.3385520265776396,-0.13223844242866167,General Pool,Clash Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,MTGO Redemption,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,MTGO Redemption,Pre-2015
-0.07189411498275064,-0.19651943966383814,General Pool,World Championship Deck,Pre-2015
-0.34394830193463166,0.05217652274353152,General Pool,Theme Deck,Pre-2015
-0.31872411043143667,-0.2134822843384234,General Pool,Planeswalker Deck,2020-Present
-0.29617277440792783,0.03782497424053438,General Pool,Duel Deck,Pre-2015
-0.29617277440792783,0.03782497424053438,General Pool,Duel Deck,Pre-2015
-0.2796007981955081,-0.06890369954672243,General Pool,MTGO Theme Deck,Pre-2015
-0.35365445155982217,0.07628186271976378,General Pool,MTGO Redemption,Pre-2015
-0.35365445155982217,0.07628186271976378,General Pool,MTGO Redemption,Pre-2015
-0.3664882906056173,0.12185559129471862,General Pool,Pro Tour Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Intro Pack,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Planeswalker Deck,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Planeswalker Deck,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Archenemy Deck,2015-2019
-0.3253360709241195,-0.15656520247179823,General Pool,Intro Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Event Deck,Pre-2015
-0.36739505689134855,0.08385589925649684,General Pool,Game Night Deck,2015-2019
-0.18504637381713268,-0.028778604397096175,General Pool,Game Night Deck,2020-Present
-0.34530861907932936,0.03680925125652473,General Pool,Theme Deck,Pre-2015
-0.32113694094670875,-0.16780944489995803,General Pool,Theme Deck,Pre-2015
-0.26672778300437233,-0.2727310934962754,General Pool,Theme Deck,Pre-2015
-0.3459988734026713,-0.11225495304258964,General Pool,Arena Starter Deck,2020-Present
-0.28109519532276606,-0.16609690406064334,General Pool,Duel Deck,Pre-2015
-0.26672778300437233,-0.2727310934962754,General Pool,Duel Deck,2015-2019
-0.28109519532276606,-0.16609690406064334,General Pool,Duel Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Shandalar Enemy Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.2880167286762896,0.08871941959652102,General Pool,Starter Deck,Pre-2015
-0.2880167286762896,0.08871941959652102,General Pool,Starter Deck,Pre-2015
-0.2880167286762896,0.08871941959652102,General Pool,Starter Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Arena Starter Deck,2015-2019
-0.2996401184217976,-0.15383369715299394,General Pool,Intro Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Arena Starter Deck,2015-2019
-0.2417941705394288,-0.26715220584467086,General Pool,Duel Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Guild Kit,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Starter Kit,2020-Present
-0.3952876121415994,0.45641619369243036,General Pool,Intro Pack,Pre-2015
1.5344439474505978,0.06978587939177194,Commander/Brawl,Commander Deck,2020-Present
-0.30635810122099605,-0.03174616746072276,General Pool,Intro Pack,2015-2019
-0.3212448159052941,-0.11744604346931128,General Pool,Premium Deck,Pre-2015
1.212699699088082,-0.17090605565561712,Commander/Brawl,Commander Deck,2020-Present
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.2820107295349254,-0.24427031614416192,General Pool,Arena Starter Deck,2020-Present
-0.28867626326454876,-0.1891870046005013,General Pool,Intro Pack,Pre-2015
-0.2915595196059869,-0.21074536631113233,General Pool,Arena Starter Deck,2020-Present
-0.32341479658296224,0.08143722842679457,General Pool,Arena Starter Deck,2015-2019
2.3230366329490204,0.17171123118716125,Commander/Brawl,Commander Deck,2020-Present
2.3230366329490204,0.17171123118716125,Commander/Brawl,Commander Deck,2020-Present
-0.3465861635927774,0.057433125369738436,General Pool,Shandalar Enemy Deck,Pre-2015
-0.3204613134772139,0.4323549387949379,General Pool,Sample Deck,Pre-2015
-0.3586822702220887,0.17628310665378166,General Pool,Sample Deck,Pre-2015
-0.3578861366014128,0.09333161022850367,General Pool,Sample Deck,Pre-2015
-0.3631984290719519,0.12555378964354602,General Pool,Sample Deck,Pre-2015
-0.2668199678846556,0.1666795841593851,General Pool,Sample Deck,Pre-2015
-0.27092389417151785,0.19780727973827072,General Pool,Sample Deck,Pre-2015
-0.33905696080921016,-0.06422198295616433,General Pool,Welcome Deck,2020-Present
-0.36422906980082526,0.1642279436069794,General Pool,Sample Deck,Pre-2015
-0.38305824559302787,0.32178153679164734,General Pool,Welcome Deck,2015-2019
-0.333744668338671,-0.09644416237120673,General Pool,Welcome Deck,2015-2019
-0.333744668338671,-0.09644416237120673,General Pool,Sample Deck,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Welcome Deck,2020-Present
-0.32179008653554936,-0.15740551236837336,General Pool,Welcome Deck,2015-2019
-0.31872411043143667,-0.2134822843384234,General Pool,Sample Deck,Pre-2015
-0.333744668338671,-0.09644416237120673,General Pool,Sample Deck,Pre-2015
-0.3560831058826719,0.14378206482726408,General Pool,Game Night Deck,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Halfdeck,2020-Present
-0.1693883841450365,0.04531847153016344,General Pool,Intro Pack,Pre-2015
-0.3418090155993282,-0.027306275224333654,General Pool,Intro Pack,Pre-2015
-0.32470490249005535,-0.11934888569046317,General Pool,Advanced Deck,Pre-2015
-0.3459988734026713,-0.11225495304258964,General Pool,Theme Deck,Pre-2015
-0.4561874695636404,1.1035319809547548,General Pool,Theme Deck,Pre-2015
-0.2951226057989588,-0.24438158541967064,General Pool,Arena Starter Deck,2020-Present
-0.306769528628315,-0.27444363433559005,General Pool,Arena Starter Deck,2020-Present
2.4797380684791857,0.06866657959266903,Commander/Brawl,Commander Deck,2020-Present
-0.33905696080921016,-0.06422198295616433,General Pool,Arena Starter Deck,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Intro Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Intro Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Challenger Deck,2020-Present
-0.3200465903646391,-0.015264933049423113,General Pool,Pioneer Challenger Deck,2020-Present
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.32244469533003567,-0.13234264722997197,General Pool,Guild Kit,2015-2019
-0.3547321275109308,0.07787900414945376,General Pool,Shandalar Enemy Deck,Pre-2015
1.0247292129150392,0.2730675938418712,Commander/Brawl,Commander Deck,Pre-2015
1.0247292129150392,0.2730675938418712,Commander/Brawl,Commander Deck,2015-2019
-0.2675918139160395,-0.272231737722107,General Pool,MTGO Redemption,Pre-2015
-0.2675918139160395,-0.272231737722107,General Pool,MTGO Redemption,Pre-2015
-0.3238599427091411,-0.14405890644791833,General Pool,MTGO Redemption,2015-2019
-0.3238599427091411,-0.14405890644791833,General Pool,MTGO Redemption,2015-2019
2.0044627405120643,0.03126654895669834,Commander/Brawl,Commander Deck,2020-Present
-0.40547951426655676,0.2247207965989132,General Pool,Theme Deck,Pre-2015
-0.40547951426655676,0.2247207965989132,General Pool,Duel Of The Planeswalkers Deck,Pre-2015
-0.32741003797985396,-0.03415993404024492,General Pool,Starter Kit,2020-Present
-0.33905696080921016,-0.06422198295616433,General Pool,MTGO Theme Deck,Pre-2015
-0.3627608134447615,-0.08708788310287793,General Pool,Challenger Deck,2015-2019
2.311793779951229,0.11364768850847834,Commander/Brawl,Commander Deck,2020-Present
1.111473060965121,0.2703922258674638,Commander/Brawl,Commander Deck,2015-2019
1.111473060965121,0.2703922258674638,Commander/Brawl,Commander Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.3228731153267227,0.3165991892456921,General Pool,Theme Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Duel Deck,Pre-2015
-0.28518618267835777,-0.2447306452032921,General Pool,Arena Starter Deck,2020-Present
-0.22587168103754796,-0.206638104149234,General Pool,Shandalar Enemy Deck,Pre-2015
-0.33852405055650897,0.0027355924016129185,General Pool,Intro Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Event Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Intro Pack,2015-2019
-0.329741048822407,-0.08737999436069799,General Pool,MTGO Redemption,2015-2019
-0.329741048822407,-0.08737999436069799,General Pool,MTGO Redemption,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Arena Starter Deck,2015-2019
-0.3235314686704053,-0.24927656439587834,General Pool,Planeswalker Deck,2015-2019
-0.2743017913433559,-0.19253112554146085,General Pool,Event Deck,Pre-2015
-0.05918715434255448,-0.18855296565785495,General Pool,Intro Pack,2015-2019
-0.29099837805772544,-0.24580655458182063,General Pool,Arena Starter Deck,2020-Present
0.07839779366946464,0.5641495565746867,MTGO/Digital (Modern),MTGO Redemption,2020-Present
0.07839779366946464,0.5641495565746867,MTGO/Digital (Modern),MTGO Redemption,2020-Present
-0.2743017913433559,-0.19253112554146085,General Pool,Event Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.32133304816227415,-0.1633109410655573,General Pool,Event Deck,Pre-2015
-0.34787884035647587,-0.036752415712439174,General Pool,Intro Pack,Pre-2015
-0.360366285721065,-0.005620763606957624,General Pool,Theme Deck,Pre-2015
-0.11830232961049333,-0.1428006979282639,General Pool,Duel Deck,2015-2019
-0.05918715434255448,-0.18855296565785495,General Pool,MTGO Redemption,2020-Present
-0.05918715434255448,-0.18855296565785495,General Pool,MTGO Redemption,2020-Present
-0.3335101612304736,-0.05216681990936203,General Pool,MTGO Redemption,Pre-2015
-0.08868299952676786,0.08548274717564047,General Pool,MTGO Redemption,2020-Present
-0.08868299952676786,0.08548274717564047,General Pool,MTGO Redemption,2020-Present
-0.3335101612304736,-0.05216681990936203,General Pool,MTGO Redemption,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.3235314686704053,-0.24927656439587834,General Pool,Intro Pack,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Intro Pack,Pre-2015
-0.34532332379823294,-0.03893728817450476,General Pool,Event Deck,Pre-2015
-0.12615768342004716,2.022699142348367,MTGO/Digital (Pre-2015),Box Set,Pre-2015
-0.32233369327838024,-0.1873809968525163,General Pool,Event Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.3614782994259298,0.03846582494486317,General Pool,Intro Pack,Pre-2015
-0.30123022631380864,-0.2622138066552136,General Pool,MTGO Redemption,Pre-2015
-0.30123022631380864,-0.2622138066552136,General Pool,MTGO Redemption,Pre-2015
2.15331450751159,0.07906768683049459,Commander/Brawl,Commander Deck,2015-2019
-0.2804956905611248,-0.0370408647741981,General Pool,Theme Deck,Pre-2015
-0.35621527721870316,0.42813171419776574,General Pool,MTGO Redemption,2015-2019
-0.35621527721870316,0.42813171419776574,General Pool,MTGO Redemption,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Intro Pack,Pre-2015
-0.3459988734026713,-0.11225495304258964,General Pool,Arena Starter Deck,2015-2019
-0.21360305024624632,-0.18742612597798478,General Pool,Pioneer Challenger Deck,2020-Present
-0.36474606269831356,0.1856219335625635,General Pool,Arena Starter Deck,2015-2019
-0.26672778300437233,-0.2727310934962754,General Pool,Duel Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Guild Kit,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,Planeswalker Deck,2015-2019
-0.32751760066881036,-0.1313524764322267,General Pool,Planeswalker Deck,2015-2019
-0.22331085252441704,-0.09263703211624513,General Pool,Duel Deck,Pre-2015
-0.22331085252441704,-0.09263703211624513,General Pool,Duel Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Duel Deck,Pre-2015
-0.22331085252441704,-0.09263703211624513,General Pool,Duel Deck,Pre-2015
-0.32922998341062215,-0.11913206582634556,General Pool,World Championship Deck,Pre-2015
-0.33556930901647297,-0.1887518143769197,General Pool,World Championship Deck,Pre-2015
-0.33572175706635976,0.1268360540561949,General Pool,World Championship Deck,Pre-2015
-0.26755225699495616,-0.11010471915436004,General Pool,World Championship Deck,Pre-2015
-0.3487657898026786,0.16553229700162597,General Pool,World Championship Deck,Pre-2015
-0.3414961713629431,0.39475152056137564,General Pool,Intro Pack,Pre-2015
2.435371688310866,0.19600193427165213,Commander/Brawl,Commander Deck,2020-Present
-0.3319416376199301,-0.045993707772446324,General Pool,Planeswalker Deck,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,World Championship Deck,Pre-2015
-0.24670639319481844,-0.2548646708459974,General Pool,MTGO Redemption,Pre-2015
-0.24670639319481844,-0.2548646708459974,General Pool,MTGO Redemption,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,MTGO Redemption,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,MTGO Redemption,Pre-2015
-0.20606416393062843,-0.017421011399249675,General Pool,World Championship Deck,Pre-2015
2.1980560258286923,0.34265000517185884,Commander/Brawl,Commander Deck,2020-Present
-0.13522267173757682,-0.10448784317741489,General Pool,Intro Pack,Pre-2015
-0.32060589058898736,0.16398729433700343,General Pool,MTGO Theme Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Arena Starter Deck,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,World Championship Deck,Pre-2015
-0.3861947776654918,0.4005659061982618,General Pool,MTGO Redemption,2015-2019
-0.3861947776654918,0.4005659061982618,General Pool,MTGO Redemption,2015-2019
-0.306769528628315,-0.27444363433559005,General Pool,MTGO Redemption,2020-Present
-0.306769528628315,-0.27444363433559005,General Pool,MTGO Redemption,2020-Present
-0.3761220333729042,0.041374813406281685,General Pool,Theme Deck,Pre-2015
-0.10566806381875857,0.025912823216341252,MTGO/Digital (Modern),MTGO Redemption,2020-Present
-0.10566806381875857,0.025912823216341252,MTGO/Digital (Modern),MTGO Redemption,2020-Present
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
-0.3404331641073496,-0.052766783932880756,General Pool,Intro Pack,Pre-2015
-0.3404331641073496,-0.052766783932880756,General Pool,Intro Pack,Pre-2015
-0.325769844446516,-0.17704549516733636,General Pool,Intro Pack,Pre-2015
-0.325769844446516,-0.17704549516733636,General Pool,Intro Pack,Pre-2015
-0.3742963485153623,0.1938466227690152,General Pool,Arena Starter Deck,2020-Present
-0.17263075535133576,0.5393642892274658,MTGO/Digital (Modern),MTGO Redemption,Pre-2015
-0.17263075535133576,0.5393642892274658,MTGO/Digital (Modern),MTGO Redemption,Pre-2015
0.10751649216966003,-0.19324191373810745,General Pool,Duel Deck,2015-2019
-0.3547321275109308,0.07787900414945376,General Pool,Shandalar Enemy Deck,Pre-2015
-0.306769528628315,-0.27444363433559005,General Pool,Theme Deck,Pre-2015
